ASPECT,multimedia information system,1,"[{'start_char': 0, 'form': 'Multimedia information systems', 'end_char': 30}]",0.5119542323522642
ASPECT,step,1,"[{'start_char': 9, 'form': 'Step', 'end_char': 13}]",0.3313542006476158
ASPECT,signal,3,"[{'start_char': 215, 'form': 'signals', 'end_char': 222}, {'start_char': 753, 'form': 'signal', 'end_char': 759}, {'start_char': 951, 'form': 'signal', 'end_char': 957}]",1.0
ASPECT,system,4,"[{'start_char': 312, 'form': 'system', 'end_char': 318}, {'start_char': 428, 'form': 'systems', 'end_char': 435}, {'start_char': 523, 'form': 'systems', 'end_char': 530}, {'start_char': 1287, 'form': 'systems', 'end_char': 1294}]",0.9415417008387491
ASPECT,cd audio system,1,"[{'start_char': 29, 'form': 'CD audio system', 'end_char': 44}]",0.8306878877813795
ASPECT,time system,1,"[{'start_char': 77, 'form': 'time system', 'end_char': 88}]",0.7994195466028304
OPINION,complex system,1,"[{'start_char': 304, 'form': 'complex system', 'end_char': 318}]",0.6623403790038245
ASPECT,time signal,1,"[{'start_char': 411, 'form': 'time signals', 'end_char': 423}]",0.5170429026619572
OPINION,good example,1,"[{'start_char': 50, 'form': 'good example', 'end_char': 62}]",0.460307996647638
ASPECT,example,1,"[{'start_char': 55, 'form': 'example', 'end_char': 62}]",0.4244054195388796
OPINION,complicated system,1,"[{'start_char': 511, 'form': 'complicated systems', 'end_char': 530}]",0.324088812133684
OPINION,solid understanding,1,"[{'start_char': 1191, 'form': 'solid understanding', 'end_char': 1210}]",0.324088812133684
ASPECT,introduction,1,"[{'start_char': 0, 'form': 'Introduction', 'end_char': 12}]",0.3172967888346072
ASPECT,signal,1,"[{'start_char': 95, 'form': 'signals', 'end_char': 102}]",1.0
ASPECT,system,2,"[{'start_char': 107, 'form': 'systems', 'end_char': 114}, {'start_char': 185, 'form': 'systems', 'end_char': 192}]",0.9415417008387491
ASPECT,"span class=""bold",2,"[{'start_char': 344, 'form': 'span class=""bold', 'end_char': 360}, {'start_char': 391, 'form': 'span class=""bold', 'end_char': 407}]",0.5077338888476739
ASPECT,age of multimedia computers,1,"[{'start_char': 125, 'form': 'age of multimedia computers', 'end_char': 152}]",0.32003318520977864
ASPECT,term,2,"[{'start_char': 337, 'form': 'terms', 'end_char': 342}, {'start_char': 460, 'form': 'terms', 'end_char': 465}]",0.3094886497998251
ASPECT,"h3><span class=""chapter text",1,"[{'start_char': 1, 'form': 'h3><span class=""chapter text', 'end_char': 29}]",0.3042518451377103
ASPECT,digital communication system,1,"[{'start_char': 198, 'form': 'digital communication systems', 'end_char': 227}]",0.3042518451377103
ASPECT,br > introduction</h3,1,"[{'start_char': 48, 'form': 'br> Introduction</h3', 'end_char': 68}]",0.3042518451377103
ASPECT,daily conversation,1,"[{'start_char': 475, 'form': 'daily conversation', 'end_char': 493}]",0.2904431725746505
ASPECT,video entertainment,1,"[{'start_char': 164, 'form': 'video entertainment', 'end_char': 183}]",0.2904431725746505
ASPECT,signal,1,"[{'start_char': 0, 'form': 'Signals', 'end_char': 7}]",1.0
ASPECT,signal,4,"[{'start_char': 145, 'form': 'signal', 'end_char': 151}, {'start_char': 379, 'form': 'signals', 'end_char': 386}, {'start_char': 439, 'form': 'signals', 'end_char': 446}, {'start_char': 532, 'form': 'signals', 'end_char': 539}]",1.0
ASPECT,speech signal,1,"[{'start_char': 607, 'form': 'speech signal', 'end_char': 620}]",0.45018187359811035
OPINION,produced speech signal,1,"[{'start_char': 607, 'form': 'speech signal is produced', 'end_char': 632}]",0.43263062164216426
ASPECT,example,3,"[{'start_char': 116, 'form': 'example', 'end_char': 123}, {'start_char': 354, 'form': 'Examples', 'end_char': 362}, {'start_char': 596, 'form': 'example', 'end_char': 603}]",0.4244054195388796
OPINION,important point,1,"[{'start_char': 508, 'form': 'important point', 'end_char': 523}]",0.3907390917187552
ASPECT,speech,1,"[{'start_char': 371, 'form': 'speech', 'end_char': 377}]",0.34945181183609386
ASPECT,video,1,"[{'start_char': 403, 'form': 'video', 'end_char': 408}]",0.33958687141975524
ASPECT,pattern,1,"[{'start_char': 236, 'form': 'pattern', 'end_char': 243}]",0.32875957646212123
ASPECT,acoustic signal,1,"[{'start_char': 640, 'form': 'acoustic signal', 'end_char': 655}]",0.31126657071639063
ASPECT,term,1,"[{'start_char': 54, 'form': 'terms', 'end_char': 59}]",0.3094886497998251
ASPECT,system,1,"[{'start_char': 0, 'form': 'Systems', 'end_char': 7}]",0.9415417008387491
ASPECT,signal,4,"[{'start_char': 440, 'form': 'signals', 'end_char': 447}, {'start_char': 560, 'form': 'signals', 'end_char': 567}, {'start_char': 795, 'form': 'signal', 'end_char': 801}, {'start_char': 912, 'form': 'signals', 'end_char': 919}]",1.0
ASPECT,system,3,"[{'start_char': 470, 'form': 'system', 'end_char': 476}, {'start_char': 698, 'form': 'system', 'end_char': 704}, {'start_char': 857, 'form': 'systems', 'end_char': 864}]",0.9415417008387491
ASPECT,"span class=""bold",2,"[{'start_char': 10, 'form': 'span class=""bold', 'end_char': 26}, {'start_char': 866, 'form': 'span class=""bold', 'end_char': 882}]",0.5077338888476739
OPINION,compact disk,1,"[{'start_char': 591, 'form': 'compact disk', 'end_char': 603}]",0.45271066258602083
ASPECT,example,2,"[{'start_char': 120, 'form': 'example', 'end_char': 127}, {'start_char': 573, 'form': 'example', 'end_char': 580}]",0.4244054195388796
ASPECT,sequence of numbers,1,"[{'start_char': 659, 'form': 'sequence of numbers', 'end_char': 678}]",0.31799194549893683
ASPECT,acoustic signal,1,"[{'start_char': 809, 'form': 'acoustic signal', 'end_char': 824}]",0.31126657071639063
ASPECT,term,1,"[{'start_char': 4, 'form': 'term', 'end_char': 8}]",0.3094886497998251
ASPECT,cd player,1,"[{'start_char': 682, 'form': 'CD player', 'end_char': 691}]",0.30417646760227
ASPECT,new signal,1,"[{'start_char': 932, 'form': 'new signals', 'end_char': 943}]",0.3004498512743842
ASPECT,signal,2,"[{'start_char': 110, 'form': 'signals', 'end_char': 117}, {'start_char': 387, 'form': 'signals', 'end_char': 394}]",1.0
ASPECT,system,5,"[{'start_char': 123, 'form': 'systems', 'end_char': 130}, {'start_char': 253, 'form': 'systems', 'end_char': 260}, {'start_char': 324, 'form': 'systems', 'end_char': 331}, {'start_char': 399, 'form': 'systems', 'end_char': 406}, {'start_char': 453, 'form': 'systems', 'end_char': 460}]",0.9415417008387491
OPINION,precise statement,1,"[{'start_char': 80, 'form': 'precise statements', 'end_char': 98}]",0.3907390917187552
OPINION,appropriate language,1,"[{'start_char': 186, 'form': 'appropriate language', 'end_char': 206}]",0.3907390917187552
ASPECT,representation of signals,1,"[{'start_char': 293, 'form': 'representation of signals', 'end_char': 318}]",0.3061212094532
ASPECT,mathematical equation,1,"[{'start_char': 335, 'form': 'mathematical equations', 'end_char': 357}]",0.29190361344612686
ASPECT,understanding signal,1,"[{'start_char': 226, 'form': 'understanding signals', 'end_char': 247}]",0.29190361344612686
ASPECT,prescribed purpose,1,"[{'start_char': 476, 'form': 'prescribed purpose', 'end_char': 494}]",0.29190361344612686
ASPECT,text,1,"[{'start_char': 17, 'form': 'text', 'end_char': 21}]",0.28004370039221216
ASPECT,mathematic,1,"[{'start_char': 167, 'form': 'mathematics', 'end_char': 178}]",0.27195780201276615
ASPECT,cd audio system,1,"[{'start_char': 0, 'form': 'CD audio system', 'end_char': 15}]",0.8306878877813795
ASPECT,conversion,1,"[{'start_char': 27, 'form': 'conversion', 'end_char': 37}]",0.33162202197814944
ASPECT,analog,1,"[{'start_char': 0, 'form': 'Analog', 'end_char': 6}]",0.3139253404454224
ASPECT,converter,1,"[{'start_char': 8, 'form': 'converter', 'end_char': 17}]",0.41321747145272664
ASPECT,system,1,"[{'start_char': 15, 'form': 'Systems', 'end_char': 22}]",0.9415417008387491
ASPECT,system,1,"[{'start_char': 85, 'form': 'systems', 'end_char': 92}]",0.9415417008387491
ASPECT,block diagram,3,"[{'start_char': 34, 'form': 'Block diagrams', 'end_char': 48}, {'start_char': 237, 'form': 'block diagram', 'end_char': 250}, {'start_char': 331, 'form': 'block diagram', 'end_char': 344}]",0.7815275143848937
OPINION,complex system,1,"[{'start_char': 77, 'form': 'complex systems', 'end_char': 92}]",0.6623403790038245
ASPECT,d converter,6,"[{'start_char': 513, 'form': 'D converter', 'end_char': 524}, {'start_char': 683, 'form': 'D converter', 'end_char': 694}, {'start_char': 824, 'form': 'D converter', 'end_char': 835}, {'start_char': 907, 'form': 'D converters', 'end_char': 919}, {'start_char': 985, 'form': 'D converter', 'end_char': 996}, {'start_char': 1020, 'form': 'D converter', 'end_char': 1031}]",0.5884194574539753
ASPECT,audio system,1,"[{'start_char': 938, 'form': 'audio systems', 'end_char': 951}]",0.47532879506401327
ASPECT,example,1,"[{'start_char': 163, 'form': 'example', 'end_char': 170}]",0.4244054195388796
OPINION,limited number of bits,1,"[{'start_char': 778, 'form': 'limited number of bits', 'end_char': 800}]",0.3979104546665103
OPINION,useful block diagram,1,"[{'start_char': 34, 'form': 'Block diagrams are useful for', 'end_char': 63}]",0.36655366070309564
OPINION,quantized sample value,1,"[{'start_char': 1106, 'form': 'quantized sample values', 'end_char': 1129}]",0.36655366070309564
OPINION,very important distinction,1,"[{'start_char': 1052, 'form': 'distinction is very important.', 'end_char': 1082}]",0.36655366070309564
ASPECT,cd audio system,1,"[{'start_char': 0, 'form': 'CD audio system', 'end_char': 15}]",0.8306878877813795
ASPECT,block diagram,1,"[{'start_char': 17, 'form': 'block diagram', 'end_char': 30}]",0.7815275143848937
ASPECT,block diagram,1,"[{'start_char': 50, 'form': 'block diagram', 'end_char': 63}]",0.7815275143848937
