"A vector of <b>complex</b> random numbers is defined in MATLAB as:<pre class=MATLAB>aa = 2*randn(1,5) - 1.5i*randn(1,5);</pre> Match the MATLAB code with the description of what the code is doing.",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'defined random number', 'count': 1, 'forms': [{'start_char': 27, 'form': 'random numbers is defined', 'end_char': 52}], 'relevance': 0.7231558219549339}, {'tag_name': 'ASPECT', 'parsed_value': 'matlab code', 'count': 1, 'forms': [{'start_char': 137, 'form': 'MATLAB code', 'end_char': 148}], 'relevance': 0.4007447371109221}, {'tag_name': 'ASPECT', 'parsed_value': 'random number', 'count': 1, 'forms': [{'start_char': 27, 'form': 'random numbers', 'end_char': 41}], 'relevance': 0.34901452156144286}, {'tag_name': 'ASPECT', 'parsed_value': 'as:<pre class', 'count': 1, 'forms': [{'start_char': 63, 'form': 'as:<pre class', 'end_char': 76}], 'relevance': 0.34901452156144286}, {'tag_name': 'ASPECT', 'parsed_value': 'matlab', 'count': 2, 'forms': [{'start_char': 56, 'form': 'MATLAB', 'end_char': 62}, {'start_char': 77, 'form': 'MATLAB', 'end_char': 83}], 'relevance': 0.3282205544915682}, {'tag_name': 'ASPECT', 'parsed_value': 'aa', 'count': 1, 'forms': [{'start_char': 84, 'form': 'aa', 'end_char': 86}], 'relevance': 0.27347780012644607}, {'tag_name': 'ASPECT', 'parsed_value': 'code', 'count': 1, 'forms': [{'start_char': 182, 'form': 'code', 'end_char': 186}], 'relevance': 0.27347780012644607}, {'tag_name': 'ASPECT', 'parsed_value': 'complex</b', 'count': 1, 'forms': [{'start_char': 15, 'form': 'complex</b', 'end_char': 25}], 'relevance': 0.27347780012644607}, {'tag_name': 'ASPECT', 'parsed_value': 'vector', 'count': 1, 'forms': [{'start_char': 2, 'form': 'vector', 'end_char': 8}], 'relevance': 0.27347780012644607}, {'tag_name': 'ASPECT', 'parsed_value': 'description', 'count': 1, 'forms': [{'start_char': 158, 'form': 'description', 'end_char': 169}], 'relevance': 0.27347780012644607}]"
"For the signal <div class=""ITS_Equation""><latex>\cos(123 t)</latex></div> find its correct match among the signals.",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'correct match', 'count': 1, 'forms': [{'start_char': 83, 'form': 'correct match', 'end_char': 96}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 2, 'forms': [{'start_char': 8, 'form': 'signal', 'end_char': 14}, {'start_char': 107, 'form': 'signals', 'end_char': 114}], 'relevance': 0.4398923742511083}, {'tag_name': 'ASPECT', 'parsed_value': 'match', 'count': 1, 'forms': [{'start_char': 91, 'form': 'match', 'end_char': 96}], 'relevance': 0.3354403842851843}, {'tag_name': 'ASPECT', 'parsed_value': 'div', 'count': 1, 'forms': [{'start_char': 16, 'form': 'div', 'end_char': 19}], 'relevance': 0.28941318667986754}, {'tag_name': 'ASPECT', 'parsed_value': 't)</latex></div', 'count': 1, 'forms': [{'start_char': 57, 'form': 't)</latex></div', 'end_char': 72}], 'relevance': 0.28941318667986754}]"
For the signal <DIV class=ITS_Equation><latex>\cos(123 t - 0.25\pi)</latex></DIV>find its correct match among the signals.,,False,"[{'tag_name': 'OPINION', 'parsed_value': 'correct match', 'count': 1, 'forms': [{'start_char': 90, 'form': 'correct match', 'end_char': 103}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 2, 'forms': [{'start_char': 8, 'form': 'signal', 'end_char': 14}, {'start_char': 114, 'form': 'signals', 'end_char': 121}], 'relevance': 0.4398923742511083}, {'tag_name': 'ASPECT', 'parsed_value': 'div class', 'count': 1, 'forms': [{'start_char': 16, 'form': 'DIV class', 'end_char': 25}], 'relevance': 0.41000699210665814}, {'tag_name': 'ASPECT', 'parsed_value': 'match', 'count': 1, 'forms': [{'start_char': 98, 'form': 'match', 'end_char': 103}], 'relevance': 0.3354403842851843}]"
"Determine the <b>Real part</b> of <latex>jZ</latex>, when <latex>Z = {{x}} + j0.{{y}}</latex> 
<br><br>
<p>
In other words: <latex>\Re\left\{jZ\right\}</latex></p>
<UL class=ITS_note_units>
<LI>Give a <FONT color=red>numerical answer.</FONT></LI>
</UL>",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'real part</b', 'count': 1, 'forms': [{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}], 'relevance': 0.4958925737338973}, {'tag_name': 'ASPECT', 'parsed_value': 'font color', 'count': 1, 'forms': [{'start_char': 202, 'form': 'FONT color', 'end_char': 212}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'numerical answer.</font></li', 'count': 1, 'forms': [{'start_char': 217, 'form': 'numerical answer.</FONT></LI', 'end_char': 245}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'ul class', 'count': 1, 'forms': [{'start_char': 165, 'form': 'UL class', 'end_char': 173}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'latex', 'count': 2, 'forms': [{'start_char': 35, 'form': 'latex', 'end_char': 40}, {'start_char': 59, 'form': 'latex', 'end_char': 64}], 'relevance': 0.3833771276144288}, {'tag_name': 'ASPECT', 'parsed_value': 'li', 'count': 1, 'forms': [{'start_char': 191, 'form': 'LI', 'end_char': 193}], 'relevance': 0.3774157317859156}, {'tag_name': 'ASPECT', 'parsed_value': 'red', 'count': 1, 'forms': [{'start_char': 213, 'form': 'red', 'end_char': 216}], 'relevance': 0.32635389890852967}, {'tag_name': 'ASPECT', 'parsed_value': 'word', 'count': 1, 'forms': [{'start_char': 117, 'form': 'words', 'end_char': 122}], 'relevance': 0.27702714887354685}, {'tag_name': 'ASPECT', 'parsed_value': 'br><br', 'count': 1, 'forms': [{'start_char': 96, 'form': 'br><br', 'end_char': 102}], 'relevance': 0.27702714887354685}, {'tag_name': 'ASPECT', 'parsed_value': 'j0.{{y}}</latex', 'count': 1, 'forms': [{'start_char': 77, 'form': 'j0.{{y}}</latex', 'end_char': 92}], 'relevance': 0.27702714887354685}]"
"Determine the <b>Real part</b> of <latex>j</latex> times the complex number <latex>{x}e^{j{y}}</latex>, i.e.,  <latex>\Re\left\{j{x}e^{j{y}}\right\}</latex><br><UL class=ITS_note_units><LI>Give a <B><FONT color=red>numerical answer with two decimal digits, <u>not a formula</u>.</FONT></B> </LI></UL>",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'complex number', 'count': 1, 'forms': [{'start_char': 61, 'form': 'complex number', 'end_char': 75}], 'relevance': 0.6154941971596302}, {'tag_name': 'ASPECT', 'parsed_value': 'real part</b', 'count': 1, 'forms': [{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}], 'relevance': 0.4958925737338973}, {'tag_name': 'ASPECT', 'parsed_value': 'numerical answer', 'count': 1, 'forms': [{'start_char': 215, 'form': 'numerical answer', 'end_char': 231}], 'relevance': 0.3816440461945454}, {'tag_name': 'ASPECT', 'parsed_value': 'b><font color', 'count': 1, 'forms': [{'start_char': 197, 'form': 'B><FONT color', 'end_char': 210}], 'relevance': 0.3554012735928402}, {'tag_name': 'ASPECT', 'parsed_value': '< latex', 'count': 1, 'forms': [{'start_char': 34, 'form': '<latex', 'end_char': 40}], 'relevance': 0.3554012735928402}, {'tag_name': 'ASPECT', 'parsed_value': 'decimal digit', 'count': 1, 'forms': [{'start_char': 241, 'form': 'decimal digits', 'end_char': 255}], 'relevance': 0.3554012735928402}, {'tag_name': 'ASPECT', 'parsed_value': 'red', 'count': 1, 'forms': [{'start_char': 211, 'form': 'red', 'end_char': 214}], 'relevance': 0.32635389890852967}, {'tag_name': 'ASPECT', 'parsed_value': 'number', 'count': 1, 'forms': [{'start_char': 69, 'form': 'number', 'end_char': 75}], 'relevance': 0.28522442899436296}, {'tag_name': 'ASPECT', 'parsed_value': 'its_note_units><li', 'count': 1, 'forms': [{'start_char': 170, 'form': 'ITS_note_units><LI', 'end_char': 188}], 'relevance': 0.2757770308577491}, {'tag_name': 'ASPECT', 'parsed_value': 'j</latex', 'count': 1, 'forms': [{'start_char': 41, 'form': 'j</latex', 'end_char': 49}], 'relevance': 0.2757770308577491}]"
"Determine the <b>Real part</b> of <latex>jz^{\ast}</latex>, when <latex>z = {{x}} + j0.{{y}}</latex><br>
<ul class=ITS_note_units>
<li>Star <latex>\ast</latex> denotes complex conjugate</li>
<LI>Give a <FONT color=red>numerical answer.</FONT></LI>
</ul>",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'complex conjugate</li', 'count': 1, 'forms': [{'start_char': 168, 'form': 'complex conjugate</li', 'end_char': 189}], 'relevance': 0.6154941971596302}, {'tag_name': 'ASPECT', 'parsed_value': 'real part</b', 'count': 1, 'forms': [{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}], 'relevance': 0.4958925737338973}, {'tag_name': 'ASPECT', 'parsed_value': 'font color', 'count': 1, 'forms': [{'start_char': 203, 'form': 'FONT color', 'end_char': 213}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'numerical answer.</font></li', 'count': 1, 'forms': [{'start_char': 218, 'form': 'numerical answer.</FONT></LI', 'end_char': 246}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'ul class', 'count': 1, 'forms': [{'start_char': 106, 'form': 'ul class', 'end_char': 114}], 'relevance': 0.42801460518963796}, {'tag_name': 'ASPECT', 'parsed_value': 'latex', 'count': 2, 'forms': [{'start_char': 35, 'form': 'latex', 'end_char': 40}, {'start_char': 66, 'form': 'latex', 'end_char': 71}], 'relevance': 0.3833771276144288}, {'tag_name': 'ASPECT', 'parsed_value': 'li', 'count': 2, 'forms': [{'start_char': 132, 'form': 'li', 'end_char': 134}, {'start_char': 192, 'form': 'LI', 'end_char': 194}], 'relevance': 0.3774157317859156}, {'tag_name': 'ASPECT', 'parsed_value': 'jz^{\\ast}</latex >', 'count': 1, 'forms': [{'start_char': 41, 'form': 'jz^{\\ast}</latex>', 'end_char': 58}], 'relevance': 0.3348735959553426}, {'tag_name': 'ASPECT', 'parsed_value': 'red', 'count': 1, 'forms': [{'start_char': 214, 'form': 'red', 'end_char': 217}], 'relevance': 0.32635389890852967}, {'tag_name': 'ASPECT', 'parsed_value': 'star', 'count': 1, 'forms': [{'start_char': 135, 'form': 'Star', 'end_char': 139}], 'relevance': 0.26838706690825}]"
"Find the <a id=""single_image"" href=""SPFIRST/SP1Figures/AppA/Fig_A-14_complexConjgeom.png"" class=""ITS_question_img"">complex conjugate</a> of the following: <pre class=""ITS_Equation""><latex>2 j ( 3 - j )</latex></pre>",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'id=""single_image', 'count': 1, 'forms': [{'start_char': 12, 'form': 'id=""single_image', 'end_char': 28}], 'relevance': 0.2928926344476427}, {'tag_name': 'ASPECT', 'parsed_value': 'conjugate</a', 'count': 1, 'forms': [{'start_char': 123, 'form': 'conjugate</a', 'end_char': 135}], 'relevance': 0.2928926344476427}, {'tag_name': 'ASPECT', 'parsed_value': 'sp1figures', 'count': 1, 'forms': [{'start_char': 44, 'form': 'SP1Figures', 'end_char': 54}], 'relevance': 0.2928926344476427}, {'tag_name': 'ASPECT', 'parsed_value': 'appa', 'count': 1, 'forms': [{'start_char': 55, 'form': 'AppA', 'end_char': 59}], 'relevance': 0.2928926344476427}, {'tag_name': 'ASPECT', 'parsed_value': 'href=""spfirst', 'count': 1, 'forms': [{'start_char': 30, 'form': 'href=""SPFIRST', 'end_char': 43}], 'relevance': 0.2928926344476427}]"
"In the following MATLAB code, two <B>vectors</B> are assigned complex values, and then a computation is done: <PRE class=MATLAB>      x = j*[{a} , {b}]
      y = j*[{c} ; {d}]
      real(x*conj(y))
</PRE>One is a row vector; the other a column.<BR><BR>What is the value of the variable <B><TT>ans</TT></B> which will hold the value of the unassigned computation, <B><TT>abs(x*y)</TT></B>?<ul class=""ITS_note""><li>The answer turns out to be an integer number.</li></ul> ",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'assigned vectors</b >', 'count': 1, 'forms': [{'start_char': 37, 'form': 'vectors</B> are assigned', 'end_char': 61}], 'relevance': 0.5790033198795844}, {'tag_name': 'OPINION', 'parsed_value': 'complex value', 'count': 1, 'forms': [{'start_char': 62, 'form': 'complex values', 'end_char': 76}], 'relevance': 0.5028750549132635}, {'tag_name': 'ASPECT', 'parsed_value': 'matlab code', 'count': 1, 'forms': [{'start_char': 17, 'form': 'MATLAB code', 'end_char': 28}], 'relevance': 0.4007447371109221}, {'tag_name': 'ASPECT', 'parsed_value': 'b><tt > ans</tt></b', 'count': 1, 'forms': [{'start_char': 287, 'form': 'B><TT>ans</TT></B', 'end_char': 304}], 'relevance': 0.33552055927336977}, {'tag_name': 'ASPECT', 'parsed_value': 'matlab', 'count': 1, 'forms': [{'start_char': 121, 'form': 'MATLAB', 'end_char': 127}], 'relevance': 0.3282205544915682}, {'tag_name': 'ASPECT', 'parsed_value': 'value', 'count': 3, 'forms': [{'start_char': 70, 'form': 'values', 'end_char': 76}, {'start_char': 264, 'form': 'value', 'end_char': 269}, {'start_char': 326, 'form': 'value', 'end_char': 331}], 'relevance': 0.31918740849929017}, {'tag_name': 'ASPECT', 'parsed_value': 'row vector', 'count': 1, 'forms': [{'start_char': 213, 'form': 'row vector', 'end_char': 223}], 'relevance': 0.31265414818965837}, {'tag_name': 'ASPECT', 'parsed_value': 'pre class', 'count': 1, 'forms': [{'start_char': 111, 'form': 'PRE class', 'end_char': 120}], 'relevance': 0.31265414818965837}, {'tag_name': 'ASPECT', 'parsed_value': 'unassigned computation', 'count': 1, 'forms': [{'start_char': 339, 'form': 'unassigned computation', 'end_char': 361}], 'relevance': 0.31265414818965837}, {'tag_name': 'ASPECT', 'parsed_value': 'integer number.</li></ul', 'count': 1, 'forms': [{'start_char': 443, 'form': 'integer number.</li></ul', 'end_char': 467}], 'relevance': 0.31265414818965837}]"
Match the following values of sines and cosines:,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'value of sines', 'count': 1, 'forms': [{'start_char': 20, 'form': 'values of sines', 'end_char': 35}], 'relevance': 0.5790033198795844}, {'tag_name': 'ASPECT', 'parsed_value': 'cosine', 'count': 1, 'forms': [{'start_char': 40, 'form': 'cosines', 'end_char': 47}], 'relevance': 0.3288675921331015}]"
"The following signal is a sum of sinusoids that can be simplified and expressed as a single sinusoid of the form: <latex>A\cos(\omega t + \varphi)</latex>, where <latex>\varphi</latex>
is the <b>phase in radians</b> such that <latex>- \pi < \varphi \leq\pi</latex>.
<pre class=""ITS_Equation""><latex>3\cos(  999 t - 0.2\pi) + 5\cos( 999 t + 0.6\pi)</latex></pre>

Give numerical answers for the amplitude <latex>A</latex> and phase <latex>\varphi</latex> in the two boxes.
<br>


<ul class=""ITS_note_units"">
<li>The answer should be <B>numeric, with 3 or more significant digits </B>.</li>
<li>Either fixed or exponential notation (e.g. 0.0015 or 1.5e-3) is acceptable.</li>
<li>An answer with <B>pi</B> such as 9*pi, will NOT be accepted; a number must be entered.
<li>An answer for the phase  should lie in the range <B>BETWEEN</B> <latex>-\pi</latex> and <latex>\pi</latex>, i.e., </I><latex>(-\pi,\pi]</latex>.</li>
 </li>
</ul>",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'significant digit', 'count': 1, 'forms': [{'start_char': 559, 'form': 'significant digits', 'end_char': 577}], 'relevance': 0.6154941971596302}, {'tag_name': 'ASPECT', 'parsed_value': 'latex', 'count': 2, 'forms': [{'start_char': 115, 'form': 'latex', 'end_char': 120}, {'start_char': 405, 'form': 'latex', 'end_char': 410}], 'relevance': 0.3833771276144288}, {'tag_name': 'ASPECT', 'parsed_value': 'numerical answer', 'count': 1, 'forms': [{'start_char': 368, 'form': 'numerical answers', 'end_char': 385}], 'relevance': 0.3816440461945454}, {'tag_name': 'ASPECT', 'parsed_value': 'li', 'count': 4, 'forms': [{'start_char': 508, 'form': 'li', 'end_char': 510}, {'start_char': 590, 'form': 'li', 'end_char': 592}, {'start_char': 675, 'form': 'li', 'end_char': 677}, {'start_char': 766, 'form': 'li', 'end_char': 768}], 'relevance': 0.3774157317859156}, {'tag_name': 'ASPECT', 'parsed_value': 'answer', 'count': 3, 'forms': [{'start_char': 515, 'form': 'answer', 'end_char': 521}, {'start_char': 681, 'form': 'answer', 'end_char': 687}, {'start_char': 772, 'form': 'answer', 'end_char': 778}], 'relevance': 0.3044656061424948}, {'tag_name': 'ASPECT', 'parsed_value': 'sum of sinusoids', 'count': 1, 'forms': [{'start_char': 26, 'form': 'sum of sinusoids', 'end_char': 42}], 'relevance': 0.29858521451744574}, {'tag_name': 'ASPECT', 'parsed_value': 'phase', 'count': 3, 'forms': [{'start_char': 195, 'form': 'phase', 'end_char': 200}, {'start_char': 425, 'form': 'phase', 'end_char': 430}, {'start_char': 787, 'form': 'phase', 'end_char': 792}], 'relevance': 0.2880232113614793}, {'tag_name': 'ASPECT', 'parsed_value': 'number', 'count': 1, 'forms': [{'start_char': 741, 'form': 'number', 'end_char': 747}], 'relevance': 0.28522442899436296}, {'tag_name': 'ASPECT', 'parsed_value': 'a\\cos(\\omega t', 'count': 1, 'forms': [{'start_char': 121, 'form': 'A\\cos(\\omega t', 'end_char': 135}], 'relevance': 0.2837984100990927}, {'tag_name': 'ASPECT', 'parsed_value': 'following signal', 'count': 1, 'forms': [{'start_char': 4, 'form': 'following signal', 'end_char': 20}], 'relevance': 0.2837984100990927}]"
