OPINION,defined random number,1,"[{'start_char': 27, 'form': 'random numbers is defined', 'end_char': 52}]",0.7231558219549339
ASPECT,matlab code,1,"[{'start_char': 137, 'form': 'MATLAB code', 'end_char': 148}]",0.4007447371109221
ASPECT,random number,1,"[{'start_char': 27, 'form': 'random numbers', 'end_char': 41}]",0.34901452156144286
ASPECT,as:<pre class,1,"[{'start_char': 63, 'form': 'as:<pre class', 'end_char': 76}]",0.34901452156144286
ASPECT,matlab,2,"[{'start_char': 56, 'form': 'MATLAB', 'end_char': 62}, {'start_char': 77, 'form': 'MATLAB', 'end_char': 83}]",0.3282205544915682
ASPECT,aa,1,"[{'start_char': 84, 'form': 'aa', 'end_char': 86}]",0.27347780012644607
ASPECT,code,1,"[{'start_char': 182, 'form': 'code', 'end_char': 186}]",0.27347780012644607
ASPECT,complex</b,1,"[{'start_char': 15, 'form': 'complex</b', 'end_char': 25}]",0.27347780012644607
ASPECT,vector,1,"[{'start_char': 2, 'form': 'vector', 'end_char': 8}]",0.27347780012644607
ASPECT,description,1,"[{'start_char': 158, 'form': 'description', 'end_char': 169}]",0.27347780012644607
OPINION,correct match,1,"[{'start_char': 83, 'form': 'correct match', 'end_char': 96}]",1.0
ASPECT,signal,2,"[{'start_char': 8, 'form': 'signal', 'end_char': 14}, {'start_char': 107, 'form': 'signals', 'end_char': 114}]",0.4398923742511083
ASPECT,match,1,"[{'start_char': 91, 'form': 'match', 'end_char': 96}]",0.3354403842851843
ASPECT,div,1,"[{'start_char': 16, 'form': 'div', 'end_char': 19}]",0.28941318667986754
ASPECT,t)</latex></div,1,"[{'start_char': 57, 'form': 't)</latex></div', 'end_char': 72}]",0.28941318667986754
OPINION,correct match,1,"[{'start_char': 90, 'form': 'correct match', 'end_char': 103}]",1.0
ASPECT,signal,2,"[{'start_char': 8, 'form': 'signal', 'end_char': 14}, {'start_char': 114, 'form': 'signals', 'end_char': 121}]",0.4398923742511083
ASPECT,div class,1,"[{'start_char': 16, 'form': 'DIV class', 'end_char': 25}]",0.41000699210665814
ASPECT,match,1,"[{'start_char': 98, 'form': 'match', 'end_char': 103}]",0.3354403842851843
ASPECT,real part</b,1,"[{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}]",0.4958925737338973
ASPECT,font color,1,"[{'start_char': 202, 'form': 'FONT color', 'end_char': 212}]",0.42801460518963796
ASPECT,numerical answer.</font></li,1,"[{'start_char': 217, 'form': 'numerical answer.</FONT></LI', 'end_char': 245}]",0.42801460518963796
ASPECT,ul class,1,"[{'start_char': 165, 'form': 'UL class', 'end_char': 173}]",0.42801460518963796
ASPECT,latex,2,"[{'start_char': 35, 'form': 'latex', 'end_char': 40}, {'start_char': 59, 'form': 'latex', 'end_char': 64}]",0.3833771276144288
ASPECT,li,1,"[{'start_char': 191, 'form': 'LI', 'end_char': 193}]",0.3774157317859156
ASPECT,red,1,"[{'start_char': 213, 'form': 'red', 'end_char': 216}]",0.32635389890852967
ASPECT,word,1,"[{'start_char': 117, 'form': 'words', 'end_char': 122}]",0.27702714887354685
ASPECT,br><br,1,"[{'start_char': 96, 'form': 'br><br', 'end_char': 102}]",0.27702714887354685
ASPECT,j0.{{y}}</latex,1,"[{'start_char': 77, 'form': 'j0.{{y}}</latex', 'end_char': 92}]",0.27702714887354685
OPINION,complex number,1,"[{'start_char': 61, 'form': 'complex number', 'end_char': 75}]",0.6154941971596302
ASPECT,real part</b,1,"[{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}]",0.4958925737338973
ASPECT,numerical answer,1,"[{'start_char': 215, 'form': 'numerical answer', 'end_char': 231}]",0.3816440461945454
ASPECT,b><font color,1,"[{'start_char': 197, 'form': 'B><FONT color', 'end_char': 210}]",0.3554012735928402
ASPECT,< latex,1,"[{'start_char': 34, 'form': '<latex', 'end_char': 40}]",0.3554012735928402
ASPECT,decimal digit,1,"[{'start_char': 241, 'form': 'decimal digits', 'end_char': 255}]",0.3554012735928402
ASPECT,red,1,"[{'start_char': 211, 'form': 'red', 'end_char': 214}]",0.32635389890852967
ASPECT,number,1,"[{'start_char': 69, 'form': 'number', 'end_char': 75}]",0.28522442899436296
ASPECT,its_note_units><li,1,"[{'start_char': 170, 'form': 'ITS_note_units><LI', 'end_char': 188}]",0.2757770308577491
ASPECT,j</latex,1,"[{'start_char': 41, 'form': 'j</latex', 'end_char': 49}]",0.2757770308577491
OPINION,complex conjugate</li,1,"[{'start_char': 168, 'form': 'complex conjugate</li', 'end_char': 189}]",0.6154941971596302
ASPECT,real part</b,1,"[{'start_char': 17, 'form': 'Real part</b', 'end_char': 29}]",0.4958925737338973
ASPECT,font color,1,"[{'start_char': 203, 'form': 'FONT color', 'end_char': 213}]",0.42801460518963796
ASPECT,numerical answer.</font></li,1,"[{'start_char': 218, 'form': 'numerical answer.</FONT></LI', 'end_char': 246}]",0.42801460518963796
ASPECT,ul class,1,"[{'start_char': 106, 'form': 'ul class', 'end_char': 114}]",0.42801460518963796
ASPECT,latex,2,"[{'start_char': 35, 'form': 'latex', 'end_char': 40}, {'start_char': 66, 'form': 'latex', 'end_char': 71}]",0.3833771276144288
ASPECT,li,2,"[{'start_char': 132, 'form': 'li', 'end_char': 134}, {'start_char': 192, 'form': 'LI', 'end_char': 194}]",0.3774157317859156
ASPECT,jz^{\ast}</latex >,1,"[{'start_char': 41, 'form': 'jz^{\\ast}</latex>', 'end_char': 58}]",0.3348735959553426
ASPECT,red,1,"[{'start_char': 214, 'form': 'red', 'end_char': 217}]",0.32635389890852967
ASPECT,star,1,"[{'start_char': 135, 'form': 'Star', 'end_char': 139}]",0.26838706690825
ASPECT,"id=""single_image",1,"[{'start_char': 12, 'form': 'id=""single_image', 'end_char': 28}]",0.2928926344476427
